"id","name","countryName"
"NLBJ","U17 Eredivisie","Netherlands"
"C208","CONCACAF U-20 Championship 2018","Haiti"
"C208","CONCACAF U-20 Championship 2018","El Salvador"
"U17Q","UEFA European Under-17 Championship qualification","Montenegro"
"A168","AFC U16 Championship 2018","Japan"
"AG18","Asian Games 2018","Thailand"
"OFC8","AFC U23 Championship 2018","Iraq"
"IND1","Indian Super League","India"
"U209","Africa U-20 Cup of Nations 2019","Burkina Faso"
"C208","CONCACAF U-20 Championship 2018","Jamaica"
"U17P","U-17 South American Championship 2019","Venezuela"
"U17Q","UEFA European Under-17 Championship qualification","Gibraltar"
"T191","Türkiye Ligi U19 Elit A","Turkey"
"CNLQ","CONCACAF Nations League Qualifikation","Bonaire"
"U19Q","UEFA EURO U19 Championship Qualifiers","Gibraltar"
"AR18","U18 Patanekan Arajnutyun","Armenia"
"NPSU","NPSL South - Sunshine","United States"
"JGD3","ÖFB Jugendliga U16","Austria"
"A168","AFC U16 Championship 2018","Tajikistan"
"A168","AFC U16 Championship 2018","Jordan"
"NPHE","NPSL South - Heartland","United States"
"C208","CONCACAF U-20 Championship 2018","Nicaragua"
"C208","CONCACAF U-20 Championship 2018","Belize"
"C208","CONCACAF U-20 Championship 2018","Curacao"
"OFC8","AFC U23 Championship 2018","Oman"
"NPKE","NPSL Northeast - Keystone","United States"
"C208","CONCACAF U-20 Championship 2018","Puerto Rico"
"C208","CONCACAF U-20 Championship 2018","Aruba"
"USC3","USL1","Canada"
"BI17","Premijer Liga BiH U17","Bosnia-Herzegovina"
"U17P","U-17 South American Championship 2019","Chile"
"U179","Africa U-17 Cup of Nations 2019","Guinea"
"A168","AFC U16 Championship 2018","Iran"
"NPMA","NPSL Northeast - Mid-Atlantic","United States"
"ITJ5","Under 17 - B","Italy"
"NPSW","NPSL West - Southwest","United States"
"AG18","Asian Games 2018","Myanmar"
"ITJ4","Under 17 - A","Italy"
"ITJ6","Under 17 - C","Italy"
